Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Inventory MoM ,Days on Market,Days on Market MoM,Days on Market YoY
"Renton, WA",6/30/2013,$300K,208,236,372,12.00%,9,-4,-17
"Renton, WA",7/31/2013,$314K,203,227,400,7.50%,16,7,-11
"Renton, WA",8/31/2013,$302K,149,194,413,3.30%,13,-3,-13
"Renton, WA",9/30/2013,$280K,167,185,420,1.70%,22,9,-10
"Renton, WA",10/31/2013,$310K,117,124,379,-9.80%,21,-1,-2
"Renton, WA",11/30/2013,$281K,163,95,340,-10.30%,29,8,-10
"Renton, WA",12/31/2013,$310K,103,148,331,-2.60%,50,21,7
"Renton, WA",1/31/2014,$290K,107,171,356,7.60%,33,-17,-19
"Renton, WA",2/28/2014,$315K,152,193,352,-1.10%,20,-13,-3
"Renton, WA",3/31/2014,$310K,159,234,373,6.00%,25,5,9
"Renton, WA",4/30/2014,$326K,171,256,373,0.00%,19,-6,0
"Renton, WA",5/31/2014,$327K,221,237,394,5.60%,14,-5,1
"Renton, WA",6/30/2014,$341K,202,236,440,11.70%,16,2,7
"Renton, WA",7/31/2014,$330K,189,246,488,10.90%,17,1,1
"Renton, WA",8/31/2014,$326K,172,188,468,-4.10%,28,11,15
"Renton, WA",9/30/2014,$321K,195,177,431,-7.90%,36,8,14
"Renton, WA",10/31/2014,$315K,143,120,373,-13.50%,33,-3,12
"Renton, WA",11/30/2014,$310K,158,70,314,-15.80%,36,3,7
"Renton, WA",12/31/2014,$320K,115,180,307,-2.20%,43,7,-7
"Renton, WA",1/31/2015,$330K,115,205,296,-3.60%,56,13,23
"Renton, WA",2/28/2015,$348K,193,253,304,2.70%,17,-39,-3
"Renton, WA",3/31/2015,$347K,238,266,297,-2.30%,14,-3,-11
"Renton, WA",4/30/2015,$362K,229,273,325,9.40%,10,-4,-9
"Renton, WA",5/31/2015,$356K,253,277,375,15.40%,11,1,-3
"Renton, WA",6/30/2015,$340K,225,264,375,0.00%,13,2,-3
"Renton, WA",7/31/2015,$357K,232,202,330,-12.00%,18,5,1
"Renton, WA",8/31/2015,$350K,200,201,320,-3.00%,14,-4,-14
"Renton, WA",9/30/2015,$359K,196,175,297,-7.20%,20,6,-16
"Renton, WA",10/31/2015,$330K,142,115,243,-18.20%,21,1,-12
"Renton, WA",11/30/2015,$355K,195,91,196,-19.30%,16,-5,-20
"Renton, WA",12/31/2015,$377K,112,147,176,-10.20%,30,14,-13
"Renton, WA",1/31/2016,$360K,121,176,188,6.80%,21,-9,-35
"Renton, WA",2/29/2016,$409K,190,242,197,4.80%,8,-13,-9
"Renton, WA",3/31/2016,$382K,181,284,237,20.30%,10,2,-4
"Renton, WA",4/30/2016,$398K,241,276,256,8.00%,7,-3,-3
"Renton, WA",5/31/2016,$415K,237,288,272,6.30%,7,0,-4
"Renton, WA",6/30/2016,$400K,233,290,297,9.20%,8,1,-5
"Renton, WA",7/31/2016,$411K,250,273,332,11.80%,10,2,-8
"Renton, WA",8/31/2016,$390K,207,262,365,9.90%,12,2,-2
"Renton, WA",9/30/2016,$390K,214,164,306,-16.20%,14,2,-6
"Renton, WA",10/31/2016,$377K,186,134,235,-23.20%,20,6,-1
"Renton, WA",11/30/2016,$420K,207,86,176,-25.10%,22,2,6
"Renton, WA",12/31/2016,$398K,146,130,120,-31.80%,36,14,6
"Renton, WA",1/31/2017,$462K,142,165,113,-5.80%,12,-24,-9
"Renton, WA",2/28/2017,$431K,216,215,110,-2.70%,9,-3,1
"Renton, WA",3/31/2017,$438K,192,225,135,22.70%,7,-2,-3
"Renton, WA",4/30/2017,$424K,232,285,148,9.60%,6,-1,-1
"Renton, WA",5/31/2017,$457K,262,302,195,31.80%,6,0,-1
"Renton, WA",6/30/2017,$445K,232,248,219,12.30%,7,1,-1
"Renton, WA",7/31/2017,$430K,219,206,208,-5.00%,8,1,-2
"Renton, WA",8/31/2017,$435K,202,199,220,5.80%,13,5,1
"Renton, WA",9/30/2017,$425K,184,143,161,-26.80%,9,-4,-5
"Renton, WA",10/31/2017,$436K,178,99,113,-29.80%,11,2,-9
"Renton, WA",11/30/2017,$449K,138,74,88,-22.10%,13,2,-9
"Renton, WA",12/31/2017,$420K,105,123,85,-3.40%,12,-1,-24
"Renton, WA",1/31/2018,$430K,121,135,93,9.40%,7,-5,-5
"Renton, WA",2/28/2018,$451K,128,255,132,41.90%,6,-1,-3
"Renton, WA",3/31/2018,$500K,188,238,173,31.10%,6,0,-1
"Renton, WA",4/30/2018,$492K,198,348,263,52.00%,6,0,0
"Renton, WA",5/31/2018,$485K,226,293,327,24.30%,7,1,1
"Renton, WA",6/30/2018,$498K,207,283,386,18.00%,9,2,2
"Renton, WA",7/31/2018,$468K,197,234,399,3.40%,14,5,6
"Renton, WA",8/31/2018,$490K,160,209,443,11.00%,17,3,4
"Renton, WA",9/30/2018,$459K,159,157,386,-12.90%,27,10,18
"Renton, WA",10/31/2018,$450K,169,124,325,-15.80%,29,2,18
"Renton, WA",11/30/2018,$475K,133,51,258,-20.60%,45,16,32
"Renton, WA",12/31/2018,$474K,96,138,244,-5.40%,52,7,40
"Renton, WA",1/31/2019,$520K,133,100,210,-13.90%,43,-9,36
"Renton, WA",2/28/2019,$525K,125,255,278,32.40%,28,-15,22
"Renton, WA",3/31/2019,$500K,183,245,289,4.00%,7,-21,1
"Renton, WA",4/30/2019,$505K,219,300,316,9.30%,7,0,1
"Renton, WA",5/31/2019,$517K,225,262,342,8.20%,16,9,9
"Renton, WA",6/30/2019,$500K,228,276,384,12.30%,13,-3,4
"Renton, WA",7/31/2019,$500K,217,198,367,-4.40%,11,-2,-3
"Renton, WA",8/31/2019,$475K,186,207,356,-3.00%,25,14,8
"Renton, WA",9/30/2019,$499K,198,144,287,-19.40%,22,-3,-5
"Renton, WA",10/31/2019,$525K,166,95,207,-27.90%,30,8,1
"Renton, WA",11/30/2019,$560K,163,71,137,-33.80%,28,-2,-17
"Renton, WA",12/31/2019,$525K,117,146,121,-11.70%,37,9,-15
"Renton, WA",1/31/2020,$518K,137,162,130,7.40%,7,-30,-36
"Renton, WA",2/29/2020,$513K,140,220,183,40.80%,6,-1,-22
"Renton, WA",3/31/2020,$533K,128,165,197,7.70%,5,-1,-2
"Renton, WA",4/30/2020,$523K,145,191,191,-3.00%,12,7,5
"Renton, WA",5/31/2020,$528K,169,199,160,-16.20%,10,-2,-6
"Renton, WA",6/30/2020,$530K,217,229,181,13.10%,6,-4,-7
"Renton, WA",7/31/2020,$546K,212,209,142,-21.50%,6,0,-5
"Renton, WA",8/31/2020,$571K,214,201,128,-9.90%,6,0,-19
"Renton, WA",9/30/2020,$560K,234,189,122,-4.70%,7,1,-15
"Renton, WA",10/31/2020,$545K,174,125,86,-29.50%,6,-1,-24
"Renton, WA",11/30/2020,$552K,188,116,66,-23.30%,7,1,-21
"Renton, WA",12/31/2020,$508K,131,134,51,-22.70%,7,0,-30
"Renton, WA",1/31/2021,$598K,135,143,51,0.00%,5,-2,-2
"Sammamish, WA",1/31/2012,$534K,67,85,209,-8.70%,90,5,-9
"Sammamish, WA",2/29/2012,$520K,79,129,214,2.40%,85,-5,11
"Sammamish, WA",3/31/2012,$473K,106,147,232,8.40%,39,-46,-19
"Sammamish, WA",4/30/2012,$530K,104,139,234,0.90%,21,-18,-29
"Sammamish, WA",5/31/2012,$515K,118,155,252,7.70%,25,4,-30
"Sammamish, WA",6/30/2012,$542K,120,114,252,0.00%,23,-2,-17
"Sammamish, WA",7/31/2012,$541K,122,105,242,-4.00%,20,-3,-29
"Sammamish, WA",8/31/2012,$507K,89,98,242,0.00%,25,5,-21
"Sammamish, WA",9/30/2012,$537K,84,88,188,-22.30%,37,12,2
"Sammamish, WA",10/31/2012,$567K,103,64,152,-19.10%,46,9,-30
"Sammamish, WA",11/30/2012,$555K,90,36,107,-29.60%,34,-12,-33
"Sammamish, WA",12/31/2012,$491K,72,97,105,-1.90%,37,3,-48
"Sammamish, WA",1/31/2013,$550K,74,115,109,3.80%,34,-3,-56
"Sammamish, WA",2/28/2013,$601K,101,133,112,2.80%,13,-21,-72
"Sammamish, WA",3/31/2013,$568K,125,151,130,16.10%,8,-5,-31
"Sammamish, WA",4/30/2013,$583K,134,202,167,28.50%,6,-2,-15
"Sammamish, WA",5/31/2013,$608K,144,178,205,22.80%,7,1,-18
"Sammamish, WA",6/30/2013,$594K,148,156,212,3.40%,7,0,-16
"Sammamish, WA",7/31/2013,$591K,160,158,232,9.40%,10,3,-10
"Sammamish, WA",8/31/2013,$587K,124,105,214,-7.80%,9,-1,-16
"Sammamish, WA",9/30/2013,$610K,131,91,184,-14.00%,15,6,-22
"Sammamish, WA",10/31/2013,$621K,89,64,155,-15.80%,12,-3,-34
"Sammamish, WA",11/30/2013,$630K,87,49,134,-13.50%,32,20,-2
"Sammamish, WA",12/31/2013,$635K,53,65,111,-17.20%,25,-7,-12
"Sammamish, WA",1/31/2014,$614K,58,105,122,9.90%,39,14,5
"Sammamish, WA",2/28/2014,$645K,93,128,134,9.80%,17,-22,4
"Sammamish, WA",3/31/2014,$683K,114,158,155,15.70%,6,-11,-2
"Sammamish, WA",4/30/2014,$676K,112,214,206,32.90%,9,3,3
"Sammamish, WA",5/31/2014,$651K,146,164,209,1.50%,8,-1,1
"Sammamish, WA",6/30/2014,$650K,143,178,254,21.50%,11,3,4
"Sammamish, WA",7/31/2014,$652K,140,108,243,-4.30%,14,3,4
"Sammamish, WA",8/31/2014,$635K,132,82,209,-14.00%,19,5,10
"Sammamish, WA",9/30/2014,$670K,93,96,188,-10.00%,29,10,14
"Sammamish, WA",10/31/2014,$595K,97,46,139,-26.10%,36,7,24
"Sammamish, WA",11/30/2014,$726K,97,42,117,-15.80%,44,8,12
"Sammamish, WA",12/31/2014,$670K,60,61,96,-17.90%,47,3,22
"Sammamish, WA",1/31/2015,$608K,65,103,122,27.10%,32,-15,-7
"Sammamish, WA",2/28/2015,$655K,95,153,128,4.90%,10,-22,-7
"Sammamish, WA",3/31/2015,$716K,124,166,147,14.80%,9,-1,3
"Sammamish, WA",4/30/2015,$675K,131,190,168,14.30%,7,-2,-2
"Sammamish, WA",5/31/2015,$682K,161,180,177,5.40%,7,0,-1
"Sammamish, WA",6/30/2015,$722K,147,178,196,10.70%,9,2,-2
"Sammamish, WA",7/31/2015,$690K,141,135,186,-5.10%,14,5,0
"Sammamish, WA",8/31/2015,$699K,131,109,145,-22.00%,13,-1,-6
"Sammamish, WA",9/30/2015,$689K,106,96,120,-17.20%,21,8,-8
"Sammamish, WA",10/31/2015,$692K,95,51,82,-31.70%,9,-12,-27
"Sammamish, WA",11/30/2015,$728K,100,32,71,-13.40%,15,6,-29
"Sammamish, WA",12/31/2015,$724K,54,94,78,9.90%,42,27,-5
"Sammamish, WA",1/31/2016,$689K,63,117,74,-5.10%,10,-32,-22
"Sammamish, WA",2/29/2016,$736K,95,144,104,40.50%,6,-4,-4
"Sammamish, WA",3/31/2016,$715K,94,194,150,44.20%,5,-1,-4
"Sammamish, WA",4/30/2016,$739K,118,152,137,-8.70%,6,1,-1
"Sammamish, WA",5/31/2016,$775K,174,178,144,5.10%,8,2,1
"Sammamish, WA",6/30/2016,$848K,144,151,161,11.80%,7,-1,-2
"Sammamish, WA",7/31/2016,$825K,141,107,158,-1.90%,10,3,-4
"Sammamish, WA",8/31/2016,$778K,102,108,150,-5.10%,9,-1,-4
"Sammamish, WA",9/30/2016,$779K,124,103,133,-11.30%,18,9,-3
"Sammamish, WA",10/31/2016,$783K,102,67,88,-33.80%,18,0,9
"Sammamish, WA",11/30/2016,$925K,120,39,69,-21.60%,9,-9,-6
"Sammamish, WA",12/31/2016,$874K,48,78,75,8.70%,46,37,4
"Sammamish, WA",1/31/2017,$898K,59,86,61,-18.70%,9,-37,-1
"Sammamish, WA",2/28/2017,$884K,96,158,69,13.10%,6,-3,0
"Sammamish, WA",3/31/2017,$856K,114,132,77,11.60%,7,1,2
"Sammamish, WA",4/30/2017,$927K,133,194,114,48.10%,7,0,1
"Sammamish, WA",5/31/2017,$850K,156,197,129,13.20%,6,-1,-2
"Sammamish, WA",6/30/2017,$888K,155,175,150,16.30%,7,1,0
"Sammamish, WA",7/31/2017,$847K,180,126,131,-12.70%,8,1,-2
"Sammamish, WA",8/31/2017,$865K,137,112,137,4.60%,12,4,3
"Sammamish, WA",9/30/2017,$888K,120,93,111,-19.00%,11,-1,-7
"Sammamish, WA",10/31/2017,$860K,107,76,83,-25.20%,10,-1,-8
"Sammamish, WA",11/30/2017,$975K,121,36,64,-22.90%,14,4,5
"Sammamish, WA",12/31/2017,$892K,57,92,73,14.10%,11,-3,-35
"Sammamish, WA",1/31/2018,$885K,67,105,80,9.60%,7,-4,-2
"Sammamish, WA",2/28/2018,$975K,97,156,102,27.50%,7,0,1
"Sammamish, WA",3/31/2018,$943K,112,152,132,29.40%,7,0,0
"Sammamish, WA",4/30/2018,$956K,115,210,179,35.60%,6,-1,-1
"Sammamish, WA",5/31/2018,$959K,152,183,223,24.60%,7,1,1
"Sammamish, WA",6/30/2018,$993K,134,132,242,8.50%,10,3,3
"Sammamish, WA",7/31/2018,$972K,109,128,260,7.40%,15,5,7
"Sammamish, WA",8/31/2018,$939K,88,118,272,4.60%,21,6,9
"Sammamish, WA",9/30/2018,"$1,010K",113,84,253,-7.00%,26,5,15
"Sammamish, WA",10/31/2018,$924K,68,44,197,-22.10%,40,14,30
"Sammamish, WA",11/30/2018,$925K,91,15,139,-29.40%,40,0,26
"Sammamish, WA",12/31/2018,$978K,63,81,137,-1.40%,65,25,54
"Sammamish, WA",1/31/2019,$823K,62,82,143,4.40%,21,-44,14
"Sammamish, WA",2/28/2019,$925K,71,150,174,21.70%,13,-8,6
"Sammamish, WA",3/31/2019,$960K,127,180,210,20.70%,8,-5,1
"Sammamish, WA",4/30/2019,$965K,109,198,268,27.60%,12,4,6
"Sammamish, WA",5/31/2019,$949K,137,151,271,1.10%,12,0,5
"Sammamish, WA",6/30/2019,$951K,136,103,241,-11.10%,28,16,18
"Sammamish, WA",7/31/2019,$960K,123,99,216,-10.40%,31,3,16
"Sammamish, WA",8/31/2019,$963K,86,78,185,-14.40%,26,-5,5
"Sammamish, WA",9/30/2019,$975K,88,59,138,-25.40%,21,-5,-5
"Sammamish, WA",10/31/2019,$914K,92,43,83,-39.90%,48,27,8
"Sammamish, WA",11/30/2019,$970K,85,31,63,-24.10%,45,-3,5
"Sammamish, WA",12/31/2019,$950K,45,89,56,-11.10%,58,13,-7
"Sammamish, WA",1/31/2020,"$1,009K",66,109,62,10.70%,6,-52,-15
"Sammamish, WA",2/29/2020,$995K,93,145,100,61.30%,5,-1,-8
"Sammamish, WA",3/31/2020,$999K,90,80,112,12.00%,6,1,-2
"Sammamish, WA",4/30/2020,"$1,050K",72,102,99,-11.60%,11,5,-1
"Sammamish, WA",5/31/2020,"$1,049K",97,123,94,-5.10%,9,-2,-3
"Sammamish, WA",6/30/2020,"$1,030K",120,141,95,1.10%,7,-2,-21
"Sammamish, WA",7/31/2020,"$1,096K",122,131,78,-17.90%,6,-1,-25
"Sammamish, WA",8/31/2020,"$1,098K",129,125,70,-10.30%,6,0,-20
"Sammamish, WA",9/30/2020,"$1,218K",142,94,51,-27.10%,6,0,-15
"Sammamish, WA",10/31/2020,"$1,120K",104,61,30,-41.20%,6,0,-42
"Sammamish, WA",11/30/2020,"$1,159K",102,35,22,-26.70%,7,1,-38
"Sammamish, WA",12/31/2020,"$1,185K",51,67,19,-13.60%,5,-2,-53
"Sammamish, WA",1/31/2021,"$1,308K",76,101,33,73.70%,5,0,-1
"SeaTac, WA",1/31/2012,$123K,17,30,99,2.10%,49,1,-41
"SeaTac, WA",2/29/2012,$126K,18,23,93,-6.10%,66,17,-15
"SeaTac, WA",3/31/2012,$139K,22,25,76,-18.30%,99,33,-1
"SeaTac, WA",4/30/2012,$125K,23,35,78,2.60%,53,-46,-16
"SeaTac, WA",5/31/2012,$188K,24,21,66,-15.40%,40,-13,-30
"SeaTac, WA",6/30/2012,$170K,25,25,69,4.50%,79,39,6
"SeaTac, WA",7/31/2012,$180K,21,24,67,-2.90%,36,-43,-19
"SeaTac, WA",8/31/2012,$188K,25,20,71,6.00%,25,-11,-66
"SeaTac, WA",9/30/2012,$169K,18,23,69,-2.80%,55,30,6
"SeaTac, WA",10/31/2012,$153K,14,18,70,1.40%,57,2,-4
"SeaTac, WA",11/30/2012,$171K,18,16,65,-7.10%,46,-11,-29
"SeaTac, WA",12/31/2012,$195K,9,23,60,-7.70%,19,-27,-29
"SeaTac, WA",1/31/2013,$150K,15,25,68,13.30%,39,20,-10
"SeaTac, WA",2/28/2013,$165K,24,24,61,-10.30%,26,-13,-40
"SeaTac, WA",3/31/2013,$200K,23,22,47,-23.00%,52,26,-47
"SeaTac, WA",4/30/2013,$214K,20,37,60,27.70%,69,17,16
"SeaTac, WA",5/31/2013,$210K,24,27,58,-3.30%,40,-29,0
"SeaTac, WA",6/30/2013,$217K,28,28,62,6.90%,14,-26,-65
"SeaTac, WA",7/31/2013,$219K,25,33,64,3.20%,16,2,-20
"SeaTac, WA",8/31/2013,$215K,16,34,73,14.10%,43,27,18
"SeaTac, WA",9/30/2013,$240K,19,32,78,6.80%,19,-24,-36
"SeaTac, WA",10/31/2013,$189K,20,20,61,-21.80%,24,5,-33
"SeaTac, WA",11/30/2013,$212K,28,19,62,1.60%,40,16,-6
"SeaTac, WA",12/31/2013,$215K,17,29,62,0.00%,63,23,44
"SeaTac, WA",1/31/2014,$194K,20,24,61,-1.60%,37,-26,-2
"SeaTac, WA",2/28/2014,$200K,20,13,48,-21.30%,66,29,40
"SeaTac, WA",3/31/2014,$232K,22,28,51,6.30%,61,-5,9
"SeaTac, WA",4/30/2014,$180K,25,37,56,9.80%,35,-26,-34
"SeaTac, WA",5/31/2014,$235K,23,30,60,7.10%,22,-13,-18
"SeaTac, WA",6/30/2014,$225K,17,28,69,15.00%,29,7,15
"SeaTac, WA",7/31/2014,$236K,22,24,67,-2.90%,21,-8,5
"SeaTac, WA",8/31/2014,$213K,22,23,69,3.00%,23,2,-20
"SeaTac, WA",9/30/2014,$211K,22,17,51,-26.10%,55,32,36
"SeaTac, WA",10/31/2014,$239K,19,10,43,-15.70%,40,-15,16
"SeaTac, WA",11/30/2014,$190K,16,17,44,2.30%,67,27,27
"SeaTac, WA",12/31/2014,$210K,14,21,37,-15.90%,58,-9,-5
"SeaTac, WA",1/31/2015,$202K,22,27,38,2.70%,30,-28,-7
"SeaTac, WA",2/28/2015,$235K,24,28,35,-7.90%,21,-9,-45
"SeaTac, WA",3/31/2015,$250K,26,31,30,-14.30%,12,-9,-49
"SeaTac, WA",4/30/2015,$240K,25,30,31,3.30%,9,-3,-26
"SeaTac, WA",5/31/2015,$242K,31,32,31,0.00%,15,6,-7
"SeaTac, WA",6/30/2015,$230K,29,36,39,25.80%,9,-6,-20
"SeaTac, WA",7/31/2015,$271K,18,24,40,2.60%,11,2,-10
"SeaTac, WA",8/31/2015,$262K,32,30,35,-12.50%,11,0,-12
"SeaTac, WA",9/30/2015,$241K,27,25,37,5.70%,12,1,-43
"SeaTac, WA",10/31/2015,$207K,12,20,32,-13.50%,27,15,-13
"SeaTac, WA",11/30/2015,$277K,28,6,21,-34.40%,17,-10,-50
"SeaTac, WA",12/31/2015,$244K,15,23,26,23.80%,46,29,-12
"SeaTac, WA",1/31/2016,$296K,14,21,26,0.00%,7,-39,-23
"SeaTac, WA",2/29/2016,$298K,21,24,29,11.50%,11,4,-10
"SeaTac, WA",3/31/2016,$235K,14,34,35,20.70%,5,-6,-7
"SeaTac, WA",4/30/2016,$280K,22,35,41,17.10%,5,0,-4
"SeaTac, WA",5/31/2016,$289K,26,36,50,22.00%,9,4,-6
"SeaTac, WA",6/30/2016,$290K,27,36,52,4.00%,11,2,2
"SeaTac, WA",7/31/2016,$310K,21,41,49,-5.80%,14,3,3
"SeaTac, WA",8/31/2016,$291K,32,38,59,20.40%,10,-4,-1
"SeaTac, WA",9/30/2016,$283K,33,29,47,-20.30%,38,28,26
"SeaTac, WA",10/31/2016,$322K,26,16,41,-12.80%,18,-20,-9
"SeaTac, WA",11/30/2016,$323K,30,8,31,-24.40%,30,12,13
"SeaTac, WA",12/31/2016,$348K,21,23,24,-22.60%,31,1,-15
"SeaTac, WA",1/31/2017,$350K,14,20,18,-25.00%,55,24,48
"SeaTac, WA",2/28/2017,$347K,30,27,22,22.20%,12,-43,1
"SeaTac, WA",3/31/2017,$350K,25,30,27,22.70%,7,-5,2
"SeaTac, WA",4/30/2017,$319K,20,46,39,44.40%,6,-1,1
"SeaTac, WA",5/31/2017,$315K,39,47,44,12.80%,8,2,-1
"SeaTac, WA",6/30/2017,$355K,32,51,61,38.60%,7,-1,-4
"SeaTac, WA",7/31/2017,$322K,40,31,51,-16.40%,10,3,-4
"SeaTac, WA",8/31/2017,$340K,35,27,50,-2.00%,18,8,8
"SeaTac, WA",9/30/2017,$318K,34,22,37,-26.00%,20,2,-18
"SeaTac, WA",10/31/2017,$412K,33,18,22,-40.50%,33,13,15
"SeaTac, WA",11/30/2017,$395K,29,14,19,-13.60%,21,-12,-9
"SeaTac, WA",12/31/2017,$366K,12,25,19,0.00%,7,-14,-24
"SeaTac, WA",1/31/2018,$360K,25,22,23,21.10%,6,-1,-49
"SeaTac, WA",2/28/2018,$360K,20,26,20,-13.00%,6,0,-6
"SeaTac, WA",3/31/2018,$379K,26,28,19,-5.00%,7,1,0
"SeaTac, WA",4/30/2018,$342K,25,45,30,57.90%,9,2,3
"SeaTac, WA",5/31/2018,$375K,30,40,50,66.70%,8,-1,0
"SeaTac, WA",6/30/2018,$369K,26,37,56,12.00%,19,11,12
"SeaTac, WA",7/31/2018,$379K,31,34,58,3.60%,13,-6,3
"SeaTac, WA",8/31/2018,$375K,25,31,70,20.70%,44,31,26
"SeaTac, WA",9/30/2018,$328K,19,31,67,-4.30%,32,-12,12
"SeaTac, WA",10/31/2018,$387K,28,18,49,-26.90%,35,3,2
"SeaTac, WA",11/30/2018,$380K,29,3,26,-46.90%,57,22,36
"SeaTac, WA",12/31/2018,$390K,16,19,27,3.80%,54,-3,47
"SeaTac, WA",1/31/2019,$400K,17,8,27,0.00%,26,-28,20
"SeaTac, WA",2/28/2019,$500K,7,24,32,18.50%,13,-13,7
"SeaTac, WA",3/31/2019,$391K,18,19,26,-18.80%,12,-1,5
"SeaTac, WA",4/30/2019,$405K,21,31,37,42.30%,8,-4,-1
"SeaTac, WA",5/31/2019,$383K,20,31,38,2.70%,34,26,26
"SeaTac, WA",6/30/2019,$420K,22,26,34,-10.50%,12,-22,-7
"SeaTac, WA",7/31/2019,$400K,27,38,41,20.60%,10,-2,-3
"SeaTac, WA",8/31/2019,$425K,19,38,50,22.00%,15,5,-29
"SeaTac, WA",9/30/2019,$376K,33,23,42,-16.00%,10,-5,-22
"SeaTac, WA",10/31/2019,$397K,23,11,25,-40.50%,19,9,-16
"SeaTac, WA",11/30/2019,$421K,22,12,17,-32.00%,37,18,-20
"SeaTac, WA",12/31/2019,$410K,23,18,18,5.90%,44,7,-10
"SeaTac, WA",1/31/2020,$410K,14,22,21,16.70%,32,-12,6
"SeaTac, WA",2/29/2020,$526K,18,26,21,0.00%,6,-26,-7
"SeaTac, WA",3/31/2020,$385K,20,18,21,0.00%,10,4,-2
"SeaTac, WA",4/30/2020,$453K,19,24,24,14.30%,13,3,5
"SeaTac, WA",5/31/2020,$423K,20,28,16,-33.30%,8,-5,-26
"SeaTac, WA",6/30/2020,$445K,27,25,17,6.30%,5,-3,-7
"SeaTac, WA",7/31/2020,$355K,22,25,23,35.30%,8,3,-2
"SeaTac, WA",8/31/2020,$440K,17,38,27,17.40%,5,-3,-10
"SeaTac, WA",9/30/2020,$420K,37,30,24,-11.10%,6,1,-4
"SeaTac, WA",10/31/2020,$423K,26,33,26,8.30%,13,7,-6
"SeaTac, WA",11/30/2020,$455K,37,17,17,-34.60%,13,0,-24
"SeaTac, WA",12/31/2020,$523K,17,16,10,-41.20%,10,-3,-34
"SeaTac, WA",1/31/2021,$508K,22,15,8,-20.00%,13,3,-19
"Seattle, WA",1/31/2012,$320K,493,782,"1,931",-4.60%,62,2,-12
"Seattle, WA",2/29/2012,$350K,671,997,"1,929",-0.10%,40,-22,-26
"Seattle, WA",3/31/2012,$378K,779,"1,039","1,947",0.90%,30,-10,-13
"Seattle, WA",4/30/2012,$380K,893,"1,078","1,955",0.40%,19,-11,-16
"Seattle, WA",5/31/2012,$380K,925,"1,015","1,971",0.80%,17,-2,-20
"Seattle, WA",6/30/2012,$375K,834,906,"1,945",-1.30%,20,3,-13
"Seattle, WA",7/31/2012,$360K,873,862,"1,865",-4.10%,22,2,-16
"Seattle, WA",8/31/2012,$368K,705,"1,024","1,958",5.00%,17,-5,-26
"Seattle, WA",9/30/2012,$369K,831,787,"1,706",-12.90%,20,3,-29
"Seattle, WA",10/31/2012,$386K,760,556,"1,466",-14.10%,23,3,-22
"Seattle, WA",11/30/2012,$365K,693,342,"1,268",-13.50%,31,8,-23
"Seattle, WA",12/31/2012,$350K,519,721,"1,204",-5.00%,38,7,-22
"Seattle, WA",1/31/2013,$367K,552,904,"1,257",4.40%,25,-13,-37
"Seattle, WA",2/28/2013,$399K,819,"1,094","1,264",0.60%,13,-12,-27
"Seattle, WA",3/31/2013,$390K,938,"1,219","1,364",7.90%,9,-4,-21
"Seattle, WA",4/30/2013,$405K,"1,120","1,421","1,629",19.40%,8,-1,-11
"Seattle, WA",5/31/2013,$410K,"1,013","1,382","1,787",9.70%,8,0,-9
"Seattle, WA",6/30/2013,$427K,"1,140","1,224","1,850",3.50%,9,1,-11
"Seattle, WA",7/31/2013,$415K,"1,097","1,160","1,942",5.00%,12,3,-10
"Seattle, WA",8/31/2013,$417K,873,"1,157","1,977",1.80%,15,3,-2
"Seattle, WA",9/30/2013,$420K,986,968,"1,824",-7.70%,14,-1,-6
"Seattle, WA",10/31/2013,$404K,756,594,"1,485",-18.60%,17,3,-6
"Seattle, WA",11/30/2013,$409K,734,366,"1,240",-16.50%,27,10,-4
"Seattle, WA",12/31/2013,$410K,548,809,"1,223",-1.40%,35,8,-3
"Seattle, WA",1/31/2014,$415K,619,828,"1,201",-1.80%,19,-16,-6
"Seattle, WA",2/28/2014,$406K,831,"1,078","1,232",2.60%,13,-6,0
"Seattle, WA",3/31/2014,$417K,962,"1,212","1,305",5.90%,9,-4,0
"Seattle, WA",4/30/2014,$440K,"1,026","1,404","1,468",12.50%,8,-1,0
"Seattle, WA",5/31/2014,$450K,"1,066","1,275","1,565",6.60%,8,0,0
"Seattle, WA",6/30/2014,$455K,"1,049","1,221","1,722",10.00%,9,1,0
"Seattle, WA",7/31/2014,$419K,994,995,"1,633",-5.20%,12,3,0
"Seattle, WA",8/31/2014,$450K,933,"1,174","1,706",4.50%,14,2,-1
"Seattle, WA",9/30/2014,$450K,"1,014",977,"1,539",-9.80%,15,1,1
"Seattle, WA",10/31/2014,$437K,796,586,"1,248",-18.90%,20,5,3
"Seattle, WA",11/30/2014,$440K,810,372,981,-21.40%,23,3,-4
"Seattle, WA",12/31/2014,$459K,513,753,924,-5.80%,27,4,-8
"Seattle, WA",1/31/2015,$440K,620,864,945,2.30%,14,-13,-5
"Seattle, WA",2/28/2015,$455K,873,"1,246","1,027",8.70%,8,-6,-5
"Seattle, WA",3/31/2015,$490K,"1,069","1,396","1,025",-0.20%,7,-1,-2
"Seattle, WA",4/30/2015,$490K,"1,131","1,381","1,072",4.60%,7,0,-1
"Seattle, WA",5/31/2015,$510K,"1,293","1,278","1,047",-2.30%,8,1,0
"Seattle, WA",6/30/2015,$506K,"1,292","1,194","1,050",0.30%,8,0,-1
